FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc
4327,5264,0,91349, ,10404,5384,35.8356018
4328,5086,361,1328,Upper Entiat,20361,5086,40.0000000
4329,5267,364,1909,Upper Entiat,20364,5267,39.0204010
4330,5280,382,2042,Chiwawa,10382,5280,0.0000000
4331,5221,0,6758, ,10204,4498,5.0750198
4332,5258,0,1318561, ,0,0,16.0991993
4333,5254,0,1153475, ,0,0,25.3243999
4334,5281,365,3327,Upper Entiat,20365,5281,39.5461006
4335,5127,0,4876, ,10078,3617,18.9108009
4336,5263,0,740, ,10163,4168,5.0000000
4337,5290,379,369,Upper Entiat,20379,5290,41.8862000
4338,5121,374,2517,Chiwawa,10374,5121,44.4679985
4339,5296,0,960, ,0,0,0.0000000
4340,5285,0,1325414, ,0,0,16.0454998
4341,5261,0,1120, ,32943,2003,52.8750000
4342,5279,0,91870, ,10460,5513,35.9455986
4343,5152,379,9226,Chiwawa,10379,5152,52.1094017
4344,5304,377,1557,Chiwawa,10377,5304,62.7065010
4345,5268,369,488,Chiwawa,10147,4127,55.0000000
4346,5300,380,4155,Chiwawa,10380,5300,51.7775993
4347,5245,376,499,Chiwawa,10376,5245,62.1241989
4348,5303,371,425,Chiwawa,10371,5303,68.8376007
4349,5293,378,998,Chiwawa,10378,5293,62.4990005
4350,5295,0,26913, ,10142,4077,23.0314007
4351,5041,0,5152, ,10493,5778,13.5671997
4352,5298,0,383, ,10037,3681,6.0000000
4353,5305,314,1124,Upper Entiat,20314,5305,38.0000000
4354,5299,399,425,Chiwawa,10371,5303,62.0000000
4355,5286,396,372,Chiwawa,10396,5286,65.0000000
4356,5306,340,354,Upper Entiat,20340,5306,37.1044998
4357,5160,0,2075, ,32766,1827,18.0000000
4358,5216,0,689, ,31860,1176,19.9710007
4359,5309,0,5778, ,10079,3782,10.4952002
4360,5320,0,347, ,10329,4959,63.8156013
4361,5301,0,93033, ,10460,5513,36.1563988
4362,5313,0,93663, ,10460,5513,36.3170013
4363,5322,0,873, ,31606,738,44.0000000
4364,5291,368,4283,Upper Entiat,20368,5291,40.5056992
4365,5294,367,409,Upper Entiat,20367,5294,24.0000000
4366,5282,394,73318,Chiwawa,10366,5079,43.3054008
4367,5302,393,13571,Chiwawa,10393,5302,51.9222984
4368,5292,0,5821, ,10079,3782,16.5464993
4369,5334,0,1051, ,10490,5712,52.0494995
4370,5335,0,1268, ,32734,1885,45.0000000
4371,5338,0,26199, ,32848,2134,22.3246002
4372,5339,0,552, ,32735,1963,56.0000000
4373,5328,369,4837,Upper Entiat,20369,5328,39.2448006
4374,5348,394,1331,Upper Entiat,20394,5348,51.9444008
4375,5253,357,8384,Upper Entiat,20357,5253,49.0005989
4376,5357,358,650,Upper Entiat,20358,5357,53.1631012
4377,5310,0,1160947, ,0,0,25.2355995
4378,5359,0,865, ,10150,4033,3.0000000
4379,5204,0,38158, ,10192,4328,57.5075989
4380,5363,0,519, ,10147,4127,60.8824997
4381,5362,0,38727, ,10192,4328,57.4785995
4382,5210,0,1609, ,10425,5284,60.0373001
4383,5343,0,440, ,32693,1794,44.0999985
4384,5372,0,354, ,20459,5613,46.0000000
4385,5373,0,421, ,10094,3781,60.0000000
4386,5196,359,76817,Upper Entiat,20359,5196,36.0070992
4387,5350,360,9110,Upper Entiat,20360,5350,48.8888016
4388,5307,0,3038, ,32044,916,18.2665997
4389,5378,0,401, ,10222,4660,70.1745987
4390,5321,0,94918, ,10460,5513,36.5010986
4391,5381,0,3941, ,31931,991,15.5760002
4392,5379,387,412,Chiwawa,10371,5303,54.1310997
4393,5386,457,352,Chiwawa,10457,5386,41.0000000
4394,5284,425,1579,Chiwawa,10425,5284,49.9682999
4395,5387,389,359,Chiwawa,10389,5387,0.0000000
4396,5356,0,1103, ,10050,3698,14.0000000
4397,5383,0,2425, ,20284,4889,23.2371006
4398,5390,0,40825, ,10220,4494,57.6708984
4399,5349,374,6985,Upper Entiat,10348,5040,44.2005997
4400,5397,0,10804, ,20072,3932,56.9869003
4401,5399,410,729,Upper Entiat,20410,5399,55.0754013
4402,5230,0,2042, ,10412,5440,15.0000000
4403,5400,0,923, ,10150,4033,18.3325996
4404,5391,0,4114, ,31893,1098,20.7324009
4405,5470,0,1025, ,10019,3501,25.0000000
4406,5393,0,459, ,10339,5063,16.0349007
4407,5392,0,619, ,0,0,0.0000000
4408,5402,0,383, ,32298,1492,20.9452000
4409,5382,0,7209, ,20374,5349,16.8218002
4410,5257,0,1142, ,0,0,0.0000000
4411,5384,404,87418,Chiwawa,10404,5384,44.7192993
4412,5406,400,473,Upper Entiat,20400,5406,47.0000000
4413,5407,422,538,Upper Entiat,20422,5407,50.9052010
4414,5440,412,2079,Chiwawa,10412,5440,63.7700996
4415,5380,370,86118,Upper Entiat,20370,5380,37.4268990
4416,5414,375,8098,Upper Entiat,20375,5414,46.0005989
4417,5417,0,833, ,10122,3993,20.9496002
4418,5418,0,4276, ,10049,3446,10.1006002
4419,5220,0,1694, ,32796,1955,39.9763985
4420,5375,0,984, ,32385,1339,45.2957001
4421,5308,0,1015, ,0,0,0.0000000
4422,5405,408,89991,Chiwawa,10404,5384,45.2981987
4423,5385,407,1076,Chiwawa,10407,5385,62.3558998
4424,5436,0,1133, ,20423,5544,12.0000000
4425,5437,0,2277, ,32926,2074,10.0536003
4426,5326,431,795,Chiwawa,10431,5326,61.0766983
4427,5439,0,716, ,20416,5504,18.0503006
4428,5421,432,3567,Chiwawa,10432,5421,50.9323997
4429,5454,0,810, ,32496,1656,20.0000000
4430,5403,0,8680, ,20360,5350,17.7136002
4431,5459,0,402, ,10387,4792,68.6567001
4432,5395,0,95561, ,10460,5513,36.7156982
4433,5415,391,95021,Upper Entiat,20391,5415,37.8404999
4434,5447,441,5137,Chiwawa,10441,5447,53.7195015
4435,5468,401,1488,Upper Entiat,20401,5468,48.3433990
4436,5340,0,1162798, ,0,0,25.2005005
4437,5471,475,565,Chiwawa,10475,5471,59.0000000
4438,5463,433,546,Chiwawa,10433,5463,55.0000000
4439,5476,442,6157,Chiwawa,10442,5476,54.4464989
4440,5336,0,1351, ,32935,2238,29.0000000
4441,5488,0,11075, ,10234,4664,20.2238998
4442,5483,0,12617, ,10108,3808,21.1835995
4443,5494,0,11042, ,10234,4664,22.5503998
4444,5435,0,54442, ,31003,501,57.4528999
4445,5469,399,96674,Upper Entiat,20391,5415,38.4968987
4446,5412,398,1166,Upper Entiat,20398,5412,44.0000000
4447,5498,0,843, ,10122,3993,16.0000000
4448,5499,0,2887, ,20009,3647,8.5860796
4449,5500,0,676, ,20057,3890,41.0000000
4450,5504,416,775,Upper Entiat,20416,5504,47.9380989
4451,5496,0,55189, ,31003,501,57.2649002
4452,5453,0,462, ,0,0,0.0000000
4453,5507,445,642,Upper Entiat,20445,5507,47.9252014
4454,5413,0,1158, ,10212,4503,48.9118996
4455,5426,0,3313, ,20365,5281,42.5326996
4456,5505,0,2372, ,20284,4889,57.1428986
4457,5506,0,1462, ,20401,5468,47.6566010
4458,5512,0,1672, ,32079,1061,55.7895012
4459,5515,0,553, ,10072,3752,59.0000000
4460,5481,0,469, ,32261,1110,44.0000000
4461,5482,0,495, ,32593,1532,64.0000000
4462,5509,0,3591, ,10067,3693,54.6575012
4463,5508,0,55933, ,31003,501,57.2135010
4464,5503,0,397, ,20459,5613,46.0000000
4465,5533,0,919, ,20332,5130,48.0000000
4466,5524,0,56802, ,31003,501,57.3526993
4467,5527,0,355, ,0,0,0.0000000
4468,5528,0,8899, ,10379,5152,56.1887016
4469,5529,0,501, ,0,0,0.0000000
4470,5517,0,4428, ,20107,4153,54.0558014
4471,5401,0,7983, ,10090,3714,15.4362001
4472,5535,0,564, ,0,0,0.0000000
4473,5497,406,98498,Upper Entiat,20391,5415,38.6321983
4474,5425,422,1223,Chiwawa,10422,5425,51.0000000
4475,5544,423,1101,Upper Entiat,20423,5544,40.2379990
4476,5540,421,504,Chiwawa,10147,4127,51.0000000
4477,5518,0,783, ,10122,3993,9.0000000
4478,5550,0,5623, ,20073,3972,56.0575981
4479,5520,456,7482,Chiwawa,10456,5520,54.5518990
4480,5474,0,2489129, ,0,0,20.3202000
4481,5554,0,1990, ,30189,62,56.0280991
4482,5555,0,685, ,20057,3890,50.0000000
4483,5552,469,1497,Chiwawa,10469,5552,64.0428009
4484,5558,0,2072, ,10412,5440,0.5945950
4485,5548,0,58226, ,31052,613,57.4836998
4486,5567,0,1131, ,10050,3698,49.4182014
4487,5557,0,2491211, ,0,0,20.3038998
4488,5543,0,1761, ,10071,3760,6.2254400
4489,5589,0,1590, ,10160,4136,17.5779991
4490,5583,0,8825, ,10379,5152,23.1331005
4491,5569,0,1067, ,10050,3698,16.0149994
4492,5532,0,617, ,10240,4732,1.9967600
4493,5594,0,459, ,10339,5063,19.9563999
4494,5596,0,1076, ,10050,3698,0.0000000
4495,5592,0,405, ,10094,3781,15.9604998
4496,5460,453,1423,Chiwawa,10453,5460,61.0429001
4497,5525,0,1929, ,10114,3957,27.0139999
4498,5531,0,1124, ,10050,3698,33.0000000
4499,5513,460,92118,Chiwawa,10460,5513,45.7100983
4500,5610,461,512,Upper Entiat,20178,4445,29.9414005
4501,5613,459,361,Upper Entiat,20459,5613,46.0000000
4502,5614,0,7421, ,10348,5040,22.6910992
4503,5615,0,1362, ,32734,1885,25.2915001
4504,5570,0,2491248, ,0,0,20.3040009
4505,5621,0,392, ,10037,3681,23.9388008
4506,5622,0,2393, ,20284,4889,6.0025101
4507,5582,0,647, ,31994,1022,12.0185003
4508,5629,0,917, ,10241,4671,23.0251007
4509,5556,464,9477,Chiwawa,10464,5556,56.3899002
4510,5635,484,693,Chiwawa,10484,5635,0.0000000
4511,5561,0,2682, ,31655,715,20.3423004
4512,5637,0,1860, ,10262,4821,27.0000000
4513,5588,0,631, ,32586,1723,65.1029968
4514,5631,471,10226,Chiwawa,10471,5631,56.7728004
4515,5605,470,93691,Chiwawa,10460,5513,45.9626999
4516,5639,0,6472, ,10204,4498,21.4862003
4517,5641,0,61126, ,31052,613,57.4640999
4518,5644,0,832, ,10122,3993,31.0000000
4519,5626,0,5337, ,32454,1555,22.7605000
4520,5657,0,847, ,32496,1656,16.0188999
4521,5675,0,571, ,10072,3752,37.9333992
4522,5676,0,385, ,10243,4704,56.0000000
4523,5545,428,100816,Upper Entiat,20428,5545,38.6292992
4524,5491,427,1429,Upper Entiat,20427,5491,40.0279999
4525,5677,437,542,Upper Entiat,20437,5677,42.0000000
4526,5462,0,99216, ,10460,5513,37.5442009
4527,5581,412,1204, ,31852,995,15.9867001
4528,5649,411,933, ,10336,4984,28.0000000
4529,5671,0,427, ,10094,3781,30.0702991
4530,5576,0,917, ,10150,4033,26.0000000
4531,5670,0,404, ,0,0,0.0000000
4532,5595,0,1083, ,10050,3698,5.0046201
4533,5679,432,103093,Upper Entiat,20428,5545,38.7089996
4534,5642,0,62900, ,10325,4861,57.6403008
4535,5700,460,771, ,32595,1663,39.9481010
4536,5711,0,462, ,32801,1946,49.1060982
4537,5701,436,103923, ,20428,5545,38.7211990
4538,5547,435,1291, ,32935,2238,33.0256004
4539,5575,0,1388, ,10180,4316,10.0000000
4540,5661,0,1130, ,10050,3698,17.0000000
4541,5739,0,442, ,32918,2097,31.0000000
4542,5740,0,451, ,32265,1551,20.0000000
4543,5695,0,739, ,32577,1718,28.0000000
4544,5693,0,529, ,20312,5075,35.0000000
4545,5682,0,489, ,0,0,0.0000000
4546,5681,0,100405, ,10460,5513,37.4189987
4547,5689,0,64033, ,10325,4861,57.5397987
4548,5733,0,499, ,32593,1532,29.0000000
4549,5762,0,515, ,10147,4127,57.4524002
4550,5763,0,339, ,10118,3991,34.9468994
4551,5606,0,4019, ,10049,3446,28.1977997
4552,5546,489,3434,Chiwawa,10489,5546,55.0111008
4553,5772,0,454, ,0,0,0.0000000
4554,5712,490,1080,Chiwawa,10490,5712,61.8852005
4555,5593,0,1756, ,32079,1061,50.0325012
4556,5782,0,4321, ,20115,4373,50.5950012
4557,5694,0,1661, ,10160,4136,23.6110992
4558,5789,0,4848, ,10078,3617,28.0702991
4559,5741,0,3235, ,20088,4075,10.2286997
4560,5807,0,1398, ,10180,4316,17.0121994
4561,5744,456,106210, ,20428,5545,38.7412987
4562,5691,455,3103, ,32415,1607,14.6219997
4563,5769,0,1116, ,10050,3698,47.0635986
4564,5808,0,458, ,32261,1110,52.1026001
4565,5833,0,652, ,0,0,0.0000000
4566,5821,0,1598, ,10377,5304,57.2070999
4567,5697,0,2277, ,20284,4889,4.6631498
4568,5510,0,6580, ,20331,5249,46.5425987
4569,5799,0,5154, ,10078,3617,12.3378000
4570,5823,0,470, ,32801,1946,67.8553009
4571,5690,0,1279, ,20394,5348,46.1078987
4572,5809,0,1779, ,32079,1061,49.1601982
4573,5832,0,1302, ,0,0,0.0000000
4574,5806,0,432, ,10399,5299,62.0000000
4575,5770,442,1079, ,10407,5385,25.0231991
4576,5838,0,580, ,10433,5463,58.8983002
4577,5811,452,930, ,10373,5157,28.0000000
4578,5825,0,361, ,10037,3681,1.0027699
4579,5826,0,7713, ,10090,3714,9.6573296
4580,5829,0,791, ,10122,3993,22.0277996
4581,5858,0,12584, ,10108,3808,9.8830299
4582,5643,492,105067,Chiwawa,10492,5643,47.2013016
4583,5778,493,4783,Chiwawa,10493,5778,56.9562988
4584,5876,481,753, ,20247,4680,36.0477982
4585,5864,473,109927, ,20428,5545,38.1339989
4586,5873,0,518, ,0,0,0.0000000
4587,5884,9999,110713, ,20428,5545,38.3058014
4588,5893,474,4481, ,20107,4153,30.6025009
4589,5839,469,2577, ,32374,1550,27.9069004
4590,5788,0,8024, ,20037,3853,52.2615013
4591,5920,476,1788, ,32256,1418,35.0195999
4592,5898,0,6103, ,10079,3782,57.2705002
4593,5751,0,2189, ,20285,4924,37.9995003
4594,5755,0,788, ,0,0,0.0000000
4595,5863,0,450, ,10339,5063,3.0000000
4596,5856,0,8317, ,10090,3714,9.1462097
4597,5909,0,4844, ,10183,4063,57.0768013
4598,5867,0,573,Chiwawa,10433,5463,65.1134033
4599,5877,0,8079, ,10090,3714,23.8376007
4600,5911,0,1239, ,10212,4503,58.9524002
4601,5868,0,828,Chiwawa,10431,5326,63.0760994
4602,5568,0,2041, ,10412,5440,15.0000000
4603,5905,493,439, ,31743,1037,37.8269005
4604,5895,9999,115264, ,31740,963,38.0166016
4605,5927,0,10678, ,10234,4664,8.1637001
4606,5930,0,1544, ,10160,4136,18.0116997
4607,5904,0,3203, ,32044,916,35.9034996
4608,5860,0,1431, ,20401,5468,37.0259018
4609,5912,0,1517,Chiwawa,10469,5552,59.0223999
4610,5862,494,110452,Chiwawa,10492,5643,47.6557999
4611,5885,0,688, ,32546,1589,55.0000000
4612,5903,0,461, ,32801,1946,61.0000000
4613,5881,0,580, ,10072,3752,32.0000000
4614,5804,0,811, ,20129,4372,34.9567986
4615,5924,0,457, ,10339,5063,5.9868698
4616,5956,0,18935, ,20108,4143,53.9548988
4617,5961,0,19747, ,20108,4143,53.2401009
4618,5941,0,501, ,10147,4127,11.0000000
4619,5944,0,571, ,31237,663,21.0000000
4620,5902,0,14931, ,30276,106,54.4846992
4621,5967,0,20682, ,31281,602,52.5545006
4622,5754,0,1309, ,10020,3534,40.1222000
4623,5971,0,515, ,20312,5075,39.0000000
4624,5974,0,993, ,20080,3971,55.0000000
4625,5913,0,695, ,32757,2022,26.0373993
4626,5709,0,2759, ,20009,3647,23.0000000
4627,5982,0,377, ,32298,1492,21.0000000
4628,5983,0,530, ,10147,4127,23.1623001
4629,5934,0,505, ,32381,1610,15.0000000
4630,5926,0,518, ,32381,1610,20.0000000
4631,5970,0,8968, ,20360,5350,47.6501007
4632,5910,0,938, ,20332,5130,48.0512009
4633,5981,0,1362, ,20394,5348,32.4669991
4634,5988,0,1981, ,10114,3957,28.5053005
4635,5872,0,974, ,10019,3501,8.9907598
4636,5959,0,649, ,10040,3697,12.9799995
4637,5980,0,502, ,10383,5252,53.5537987
4638,6006,0,41142, ,10220,4494,49.0401993
4639,5979,0,414, ,10094,3781,14.0000000
4640,5997,0,427, ,10094,3781,3.0000000
4641,5914,0,10634, ,10234,4664,21.2786007
4642,6000,0,387, ,10037,3681,2.0051701
4643,5986,0,393, ,10396,5286,49.8727989
4644,5989,0,2565, ,31823,1050,26.7332993
4645,5946,0,596, ,0,0,0.0000000
4646,5985,0,3606, ,10067,3693,23.1194992
4647,5996,0,44002, ,10271,4634,49.5069008
4648,6019,0,37863, ,10192,4328,48.5028992
4649,6024,0,762, ,20247,4680,45.1180992
4650,5917,0,3898, ,10067,3693,49.5452003
4651,5963,0,722, ,10163,4168,2.0000000
4652,6026,0,245908, ,32439,1553,46.5345993
4653,5975,0,22085, ,20113,4227,51.8465996
4654,6027,0,15651, ,10127,3958,43.7837982
4655,6003,0,457, ,32801,1946,53.7636986
4656,5992,0,432,Chiwawa,10387,4792,43.1991005
4657,5948,0,112360,Chiwawa,31740,963,47.9269981
4658,6021,0,38733, ,10192,4328,48.4320984
4659,6046,0,70912, ,10366,5079,49.8045998
4660,5892,0,1441, ,20401,5468,33.9763985
4661,5987,0,798, ,32705,1811,26.0326004
4662,5940,0,791, ,10122,3993,4.0101099
4663,5993,0,10421, ,10234,4664,47.4973984
4664,6031,0,929, ,10150,4033,4.0043101
4665,5949,0,1117,Chiwawa,10407,5385,56.0000000
4666,6059,0,467,Chiwawa,10356,5139,53.0000000
4667,6060,0,1968, ,20364,5267,30.9841995
4668,6029,0,112953,Chiwawa,31740,963,47.9308014
4669,6058,0,1833,Chiwawa,32256,1418,56.2874985
4670,6057,0,479,Chiwawa,32265,1551,48.1002007
4671,6036,510,496, ,32381,1610,20.0000000
4672,5918,507,117410, ,31740,963,37.8995018
4673,6065,0,2133, ,10412,5440,49.5976982
4674,6066,0,349, ,10118,3991,56.4813995
4675,6010,494,1229, ,10422,5425,25.9787998
4676,6086,495,678, ,20252,4996,36.0000000
4677,6015,0,11460, ,10244,4690,19.8892994
4678,6097,0,359, ,10037,3681,0.0000000
4679,5939,0,5558, ,10194,4476,37.0471001
4680,6052,0,2706, ,20289,5159,32.5007019
4681,6107,0,1772, ,10071,3760,24.5699997
4682,6064,512,118399, ,31740,963,37.7667007
4683,6108,0,739, ,32958,2241,28.0757999
4684,6017,0,3814, ,10067,3693,24.4790001
4685,6042,513,1204, ,32597,1810,30.0000000
4686,6115,0,13872, ,30276,106,42.6632996
4687,6116,0,546, ,10072,3752,31.0000000
4688,6085,0,607, ,31163,475,49.0000000
4689,6087,0,547, ,10475,5471,42.0768013
4690,6088,501,2093, ,32635,1776,29.3157997
4691,6025,0,46588, ,10271,4634,49.4882011
4692,6134,0,752, ,32874,1924,44.9402008
4693,6145,504,566, ,32717,1887,41.0000000
4694,6106,506,438, ,10387,4792,22.0000000
4695,6131,505,2684, ,32374,1550,31.9270000
4696,6099,0,421, ,10094,3781,27.0641003
4697,6105,0,8459, ,10379,5152,35.3809013
4698,6121,0,14133, ,31930,1246,44.6430016
4699,6054,0,1960, ,10114,3957,4.4795899
4700,6153,0,414, ,10094,3781,13.0000000
4701,6132,0,842, ,32496,1656,20.0000000
4702,6113,0,4676, ,20107,4153,24.9559002
4703,6152,0,2489, ,32374,1550,25.9361000
4704,6135,0,47551, ,10387,4792,49.3689003
4705,6159,0,533, ,32717,1887,31.0000000
4706,6160,0,12959, ,10108,3808,43.3711014
4707,6168,0,566, ,10072,3752,21.9610996
4708,6169,0,1118, ,0,0,0.0000000
4709,6144,0,22749, ,32115,1256,41.1926003
4710,6162,531,399, ,32898,2077,13.9649000
4711,6147,525,398, ,20330,5251,8.9773903
4712,6173,0,661, ,32546,1589,47.9273987
4713,5962,0,2482, ,10374,5121,5.1659999
4714,6130,0,1070,Chiwawa,10407,5385,52.9505005
4715,6180,0,959,Chiwawa,10378,5293,55.6297989
4716,5995,0,3778, ,10067,3693,9.1087904
4717,6161,0,49054, ,10387,4792,49.3950005
4718,6157,0,7370, ,10348,5040,25.1187000
4719,6186,0,457, ,32801,1946,62.1357002
4720,6188,0,1086, ,10050,3698,25.0000000
4721,6191,0,6364, ,10204,4498,47.4281998
4722,6194,0,6281, ,10079,3782,17.1210003
4723,6133,0,870, ,10150,4033,1.0011500
4724,6197,0,6134, ,10079,3782,38.4728012
4725,6182,0,7505, ,10348,5040,14.4919004
4726,6100,0,12526, ,10108,3808,18.1966000
4727,6187,0,49694, ,10387,4792,49.5560989
4728,6207,0,4405, ,32549,1417,39.7335014
4729,6209,0,485,Chiwawa,10376,5245,61.1258011
4730,6210,0,421,Chiwawa,10371,5303,49.0000000
4731,6208,0,54451, ,31003,501,48.9342995
4732,6034,0,1320, ,32734,1885,21.0158997
4733,6219,0,2881, ,20009,3647,23.2637997
4734,6192,0,8769, ,10379,5152,24.6714993
4735,6117,0,929, ,10373,5157,57.3068008
4736,6222,0,57498, ,31052,613,49.3278999
4737,6183,532,1833, ,10071,3760,4.9890900
4738,6112,521,120217, ,31740,963,37.5675011
4739,6220,0,10123, ,10107,3923,24.1282005
4740,6229,0,851, ,10122,3993,23.0811005
4741,6193,0,501, ,10147,4127,7.0000000
4742,6177,0,6478, ,10204,4498,7.7310901
4743,6239,0,11602, ,10244,4690,23.5184994
4744,6243,0,4421, ,20107,4153,45.4925995
4745,6247,0,720, ,20081,4150,48.0000000
4746,6093,0,116213,Chiwawa,31740,963,48.0928993
4747,6179,0,2634,Chiwawa,32374,1550,55.0858002
4748,6223,0,58595, ,31052,613,49.3129005
4749,6252,0,431, ,10387,4792,65.0000000
4750,6238,0,348, ,0,0,0.0000000
4751,6265,0,59465, ,31052,613,49.5960999
4752,6016,0,252764, ,32439,1553,46.6097984
4753,6278,0,120478, ,31740,963,48.2170982
4754,6274,0,360, ,20330,5251,30.0000000
4755,6281,0,68342, ,10325,4861,49.9025993
4756,6277,0,1044, ,20423,5544,49.9520988
4757,6251,0,118994,Chiwawa,31740,963,48.2476006
4758,6077,0,1745, ,10071,3760,13.9919996
4759,6282,0,517, ,10147,4127,29.0000000
4760,6287,0,3275, ,20335,5007,37.5194016
4761,6313,0,1128,Chiwawa,10490,5712,47.0000000
4762,6150,0,2969, ,20088,4075,8.3832903
4763,6120,0,2079, ,32766,1827,42.2843018
4764,6258,0,60462, ,31052,613,49.6627998
4765,6298,0,5034, ,10183,4063,35.9852982
4766,6299,0,557, ,0,0,0.0000000
4767,6302,0,1348, ,10020,3534,46.9650993
4768,6304,0,1184, ,10212,4503,35.0295982
4769,6268,0,373490, ,0,0,47.1273003
4770,6204,0,21000, ,31281,602,16.2700996
4771,6253,0,654, ,31860,1176,47.0718994
4772,6181,0,24688, ,20118,4242,40.9487991
4773,6315,0,889, ,32463,1576,37.0415993
4774,6030,0,2191, ,32635,1776,28.0128002
4775,6288,550,1031, ,0,0,0.0000000
4776,6226,549,123110, ,31740,963,37.0234985
4777,6231,0,7822, ,10090,3714,6.8510599
4778,6328,550,124176, ,31740,963,36.8667984
4779,6141,551,5622, ,32454,1555,26.2908001
4780,6343,0,4290, ,10049,3446,33.8111992
4781,6344,0,377, ,10118,3991,30.0000000
4782,6348,0,548, ,20013,3637,7.0000000
4783,6349,0,402, ,10094,3781,12.0298996
4784,6295,0,63592, ,10325,4861,49.3287010
4785,6359,0,3694, ,10067,3693,59.4691010
4786,6321,0,27957, ,32209,1323,39.7202988
4787,6363,0,520, ,10376,5245,33.0000000
4788,6371,0,3728, ,10067,3693,34.3176003
4789,6372,0,422, ,20308,4963,17.0000000
4790,6358,0,1948, ,10263,4759,32.0000000
4791,6379,0,642, ,20244,4912,43.9314995
4792,6352,0,495, ,0,0,0.0000000
4793,6373,0,417, ,10371,5303,45.8897018
4794,6402,0,2142, ,10412,5440,44.1213989
4795,6404,0,423, ,0,0,0.0000000
4796,6345,0,1377, ,10020,3534,12.5142002
4797,6329,0,640, ,10240,4732,13.0202999
4798,6290,0,3668, ,10067,3693,14.5798998
4799,6364,0,28935, ,32209,1323,39.3639984
4800,6417,0,386, ,20330,5251,33.0000000
4801,6312,0,374657, ,0,0,47.1022987
4802,6403,0,6324, ,32834,1993,51.2711983
4803,6383,0,767, ,32958,2241,63.1642990
4804,6425,0,2778, ,32464,1606,59.4010010
4805,6362,0,756, ,32958,2241,46.6693001
4806,6394,0,435, ,10094,3781,11.0000000
4807,6418,0,628, ,32471,1654,18.0000000
4808,6397,0,3428, ,10489,5546,46.6166992
4809,6593,0,1719, ,32256,1418,58.0000000
4810,6414,0,751, ,32958,2241,40.0000000
4811,6440,0,1312, ,32935,2238,45.0000000
4812,6438,0,360, ,20330,5251,52.0000000
4813,6444,0,519, ,10383,5252,66.0000000
4814,6446,0,442, ,30588,262,23.9456997
4815,6331,0,741, ,32958,2241,9.0000000
4816,6384,0,469, ,10339,5063,9.9786797
4817,6461,0,2384, ,20284,4889,41.3255005
4818,6463,0,489, ,10226,4670,52.2126999
4819,6412,0,4391, ,20107,4153,14.3794003
4820,6466,0,2682, ,32536,1386,30.9253998
4821,6467,0,405, ,0,0,0.0000000
4822,6342,554,130926, ,31740,963,36.2330017
4823,6431,0,1235, ,10212,4503,13.0275002
4824,6464,0,437, ,10094,3781,7.3363800
4825,6476,0,1068, ,10050,3698,31.9101009
4826,6479,0,634, ,30213,150,38.0598984
4827,6455,0,3294, ,10432,5421,46.3508987
4828,6382,0,797, ,20129,4372,64.4441986
4829,6456,0,560, ,10475,5471,43.0768013
4830,6484,0,780, ,10431,5326,55.0000000
4831,6462,0,367, ,32298,1492,11.0000000
4832,6259,0,1373, ,32734,1885,18.0000000
4833,6260,0,1912, ,10114,3957,14.0073004
4834,6212,0,2115, ,10412,5440,26.0000000
4835,6411,0,30590, ,32225,1378,38.8941994
4836,6483,0,4273, ,10049,3446,50.9207001
4837,6309,0,1440, ,30442,182,55.6875000
4838,6506,0,360, ,10396,5286,54.0000000
4839,6510,0,436, ,10399,5299,61.0000000
4840,6514,0,423, ,0,0,0.0000000
4841,6437,0,794, ,10122,3993,3.0000000
4842,6391,0,1034, ,10019,3501,9.0174103
4843,6445,0,1464, ,10469,5552,56.1297989
4844,6427,0,382736, ,0,0,47.1533012
4845,6531,0,842, ,10122,3993,4.0855098
4846,6516,0,5812, ,10079,3782,52.4608002
4847,6512,0,1158, ,0,0,0.0000000
4848,6447,0,2679, ,32536,1386,22.8880005
4849,6543,0,3165, ,32615,1438,24.6825008
4850,6521,0,594, ,20244,4912,27.0454998
4851,6544,0,362, ,20264,4873,27.0746002
4852,6504,0,547, ,10072,3752,2.9945199
4853,6565,0,439, ,10094,3781,7.0318899
4854,6451,0,1742, ,10071,3760,11.1044998
4855,6571,0,757, ,20042,3787,7.9894300
4856,6399,0,1100, ,10050,3698,12.0108995
4857,6520,0,546, ,32735,1963,7.9853501
4858,6503,0,4982, ,10078,3617,14.3502998
4859,6579,0,1119, ,10050,3698,29.0000000
4860,6580,0,433, ,10094,3781,7.0000000
4861,6540,0,567, ,10433,5463,59.0000000
4862,6535,0,384613, ,0,0,47.1800003
4863,6594,0,920, ,10150,4033,4.2565198
4864,6528,0,2059, ,10412,5440,5.6852798
4865,6477,0,1023, ,10019,3501,12.0586996
4866,6610,0,554, ,10072,3752,8.0144396
4867,6563,0,7003, ,20031,3809,19.9109993
4868,6618,0,11520, ,10244,4690,34.5008011
4869,6584,0,429, ,10094,3781,6.9836798
4870,6442,0,808, ,10122,3993,13.0160999
4871,6630,0,501, ,10147,4127,2.0718601
4872,6631,0,348, ,10037,3681,4.0459800
4873,6569,0,6370, ,10204,4498,13.6150999
4874,6471,0,133722, ,31740,963,35.7563019
4875,6634,0,140218, ,31883,1132,34.7218018
4876,6653,0,996, ,10019,3501,14.0141001
